Index	Title	Pmid	PubYear	LastAuthor	ArticleID	TableID	NeuronName	NeuronLongName	BrainRegion	MetadataCurated	Species	Strain	ElectrodeType	PrepType	JxnPotential	JxnOffset	RecTemp	AnimalAge	AnimalWeight	FlagSoln	ExternalSolution	ExternalSolution_conf	external_0_Mg	external_0_Ca	external_0_Na	external_0_Cl	external_0_K	external_0_pH	InternalSolution	InternalSolution_conf	internal_0_Mg	internal_0_Ca	internal_0_Na	internal_0_Cl	internal_0_K	internal_0_pH	input resistance	resting membrane potential	spike threshold	spike amplitude	spike half-width	membrane time constant	AHP amplitude	spike width	cell capacitance	AHP duration	rheobase	firing frequency	sag ratio	adaptation ratio	fast AHP amplitude	spike peak	maximum firing rate	spontaneous firing rate	other	FI slope	first spike latency	slow AHP amplitude	spike max rise slope	ADP amplitude	sag amplitude	spike max decay slope	spike rise time	spike decay time	fast AHP duration	access resistance	cell diameter	slow AHP duration	medium AHP amplitude	cell surface area	medium AHP duration	ADP duration
680	Enhanced high-frequency membrane potential fluctuations control spike output in striatal fast-spiking interneurones in vivo.	21746788	2011	Reynolds JN	75165	18589.0	Neostriatum cholinergic cell		Striatum	False				in vivo																							47.8		-54.5	62.0	1.1	7.8	8.1		157.0		90.0							3.6																		
678	Enhanced high-frequency membrane potential fluctuations control spike output in striatal fast-spiking interneurones in vivo.	21746788	2011	Reynolds JN	75165	18589.0	Neostriatum gabaergic interneuron	striatum GABAergic fast-spiking interneuron	Striatum	False				in vivo																							31.2		-52.4	49.9	0.4	3.1	10.6		115.9		890.0							6.3																		
679	Enhanced high-frequency membrane potential fluctuations control spike output in striatal fast-spiking interneurones in vivo.	21746788	2011	Reynolds JN	75165	18589.0	Neostriatum medium spiny neuron		Striatum	False				in vivo																							34.0		-52.9	63.1	0.8	3.8	9.2		122.6		930.0							1.4																		
859	Synaptogenesis of electrical and GABAergic synapses of fast-spiking inhibitory neurons in the neocortex.	21795529	2011	Hestrin S	35121	1582.0	Neocortex basket cell	visual cortex layer 5-6 fast-spiking cell	Isocortex	True	Mice	G42	Patch-clamp	in vitro	Not corrected		33.0	8.36660026534			Subsequently, the slices were maintained for at least 25 min at room temperature in an oxygenated solution containing the following (in mm): 125 NaCl, 2.5 KCl, 1.25 NaH2PO4, 1 MgSO4, 2 CaCl2, 26 NaHCO3, 20 glucose, 4 lactic acid, 2 pyruvic acid, and 0.4 ascorbic acid, pH 7.4, 315 mOsm [artificial CSF (aCSF)].	5.0	1.0	2.0	152.25	131.5	2.5	7.4	Patch electrodes (3–4 MΩ) were filled with a solution containing the following (in mm): 117 KCl, 9 HEPES, 4 MgATP, 3 GTP, 20 creatine phosphate, 0.18 EGTA, and 0.3% biocytin, pH 7.3, 295 mOsm.	5.0	4.0		40.0	117.0	117.0	7.3	142.1	-62.1			2.5					14.4	150.3	40.3																								
860	Synaptogenesis of electrical and GABAergic synapses of fast-spiking inhibitory neurons in the neocortex.	21795529	2011	Hestrin S	35121	1582.0	Neocortex basket cell	visual cortex layer 5-6 fast-spiking cell	Isocortex	True	Mice	G42	Patch-clamp	in vitro	Not corrected		33.0	4.24264068712			Subsequently, the slices were maintained for at least 25 min at room temperature in an oxygenated solution containing the following (in mm): 125 NaCl, 2.5 KCl, 1.25 NaH2PO4, 1 MgSO4, 2 CaCl2, 26 NaHCO3, 20 glucose, 4 lactic acid, 2 pyruvic acid, and 0.4 ascorbic acid, pH 7.4, 315 mOsm [artificial CSF (aCSF)].	5.0	1.0	2.0	152.25	131.5	2.5	7.4	Patch electrodes (3–4 MΩ) were filled with a solution containing the following (in mm): 117 KCl, 9 HEPES, 4 MgATP, 3 GTP, 20 creatine phosphate, 0.18 EGTA, and 0.3% biocytin, pH 7.3, 295 mOsm.	5.0	4.0		40.0	117.0	117.0	7.3	213.7	-60.6			5.7					19.9	131.3	27.6																								
861	Synaptogenesis of electrical and GABAergic synapses of fast-spiking inhibitory neurons in the neocortex.	21795529	2011	Hestrin S	35121	1582.0	Neocortex basket cell	visual cortex layer 5-6 fast-spiking cell	Isocortex	True	Mice	G42	Patch-clamp	in vitro	Not corrected		33.0	12.409673646			Subsequently, the slices were maintained for at least 25 min at room temperature in an oxygenated solution containing the following (in mm): 125 NaCl, 2.5 KCl, 1.25 NaH2PO4, 1 MgSO4, 2 CaCl2, 26 NaHCO3, 20 glucose, 4 lactic acid, 2 pyruvic acid, and 0.4 ascorbic acid, pH 7.4, 315 mOsm [artificial CSF (aCSF)].	5.0	1.0	2.0	152.25	131.5	2.5	7.4	Patch electrodes (3–4 MΩ) were filled with a solution containing the following (in mm): 117 KCl, 9 HEPES, 4 MgATP, 3 GTP, 20 creatine phosphate, 0.18 EGTA, and 0.3% biocytin, pH 7.3, 295 mOsm.	5.0	4.0		40.0	117.0	117.0	7.3	95.7	-68.9			1.5					13.7	232.4	50.6																								
862	Synaptogenesis of electrical and GABAergic synapses of fast-spiking inhibitory neurons in the neocortex.	21795529	2011	Hestrin S	35121	1582.0	Neocortex basket cell	visual cortex layer 5-6 fast-spiking cell	Isocortex	True	Mice	G42	Patch-clamp	in vitro	Not corrected		33.0	16.4316767252			Subsequently, the slices were maintained for at least 25 min at room temperature in an oxygenated solution containing the following (in mm): 125 NaCl, 2.5 KCl, 1.25 NaH2PO4, 1 MgSO4, 2 CaCl2, 26 NaHCO3, 20 glucose, 4 lactic acid, 2 pyruvic acid, and 0.4 ascorbic acid, pH 7.4, 315 mOsm [artificial CSF (aCSF)].	5.0	1.0	2.0	152.25	131.5	2.5	7.4	Patch electrodes (3–4 MΩ) were filled with a solution containing the following (in mm): 117 KCl, 9 HEPES, 4 MgATP, 3 GTP, 20 creatine phosphate, 0.18 EGTA, and 0.3% biocytin, pH 7.3, 295 mOsm.	5.0	4.0		40.0	117.0	117.0	7.3	84.4	-76.1			0.9					10.2	348.7	64.6																								
57	Multiple types of cerebellar target neurons and their circuitry in the vestibulo-ocular reflex.	21795530	2011	du Lac S	35119	1581.0	Medial vestibular nucleus neuron	Densely purkinje cell innerverted, flocculus targeting, glycinergic neuron 	Medulla	True	Mice	Mouse, Transgenic	Patch-clamp	in vitro	Unreported		34.0	25.9229627936			The hindbrain was quickly removed from the skull and transferred to ice-cold artificial CSF (ACSF) (containing, in mm: 124 NaCl, 5 KCl, 1.3 MgSO4, 26 NaHCO3, 2.5 CaCl2, 1 NaH2PO4, and 11 dextrose), aerated with 95% CO2/5% O2.	0.0	1.3	2.5	151.0	134.0	5.0		Internal recording solutions were prepared with the following (in mm): 140 K-gluconate, 8 NaCl, 10 HEPES, 0.1 EGTA, 2 Mg-ATP, and 0.3 Na-GTP.	4.0	2.0		8.3	8.0	140.0		226.0	-45.7	-35.5		0.8		15.7										196.0			379.0																
212	Multiple types of cerebellar target neurons and their circuitry in the vestibulo-ocular reflex.	21795530	2011	du Lac S	35119	1581.0	Medial vestibular nucleus neuron	Sparsely innervated by purkinje cell gabaergic and glycinergic neurons	Medulla	True	Mice	Mouse, Transgenic	Patch-clamp	in vitro	Unreported		34.0	25.9229627936			The hindbrain was quickly removed from the skull and transferred to ice-cold artificial CSF (ACSF) (containing, in mm: 124 NaCl, 5 KCl, 1.3 MgSO4, 26 NaHCO3, 2.5 CaCl2, 1 NaH2PO4, and 11 dextrose), aerated with 95% CO2/5% O2.	0.0	1.3	2.5	151.0	134.0	5.0		Internal recording solutions were prepared with the following (in mm): 140 K-gluconate, 8 NaCl, 10 HEPES, 0.1 EGTA, 2 Mg-ATP, and 0.3 Na-GTP.	4.0	2.0		8.3	8.0	140.0		181.0	-42.9	-30.6		0.9		20.1										186.0			206.0																
255	Multiple types of cerebellar target neurons and their circuitry in the vestibulo-ocular reflex.	21795530	2011	du Lac S	35119	1581.0	Medial vestibular nucleus neuron	Not inneverted by purkinje cell MVN neuron	Medulla	True	Mice	Mouse, Transgenic	Patch-clamp	in vitro	Unreported		34.0	25.9229627936			The hindbrain was quickly removed from the skull and transferred to ice-cold artificial CSF (ACSF) (containing, in mm: 124 NaCl, 5 KCl, 1.3 MgSO4, 26 NaHCO3, 2.5 CaCl2, 1 NaH2PO4, and 11 dextrose), aerated with 95% CO2/5% O2.	0.0	1.3	2.5	151.0	134.0	5.0		Internal recording solutions were prepared with the following (in mm): 140 K-gluconate, 8 NaCl, 10 HEPES, 0.1 EGTA, 2 Mg-ATP, and 0.3 Na-GTP.	4.0	2.0		8.3	8.0	140.0		209.0	-42.1	-29.8		0.82		20.0										209.0			186.0																
168	Impaired inhibitory control of cortical synchronization in fragile X syndrome.	21795626	2011	Huntsman MM	55561	11767.0	Neocortex Martinotti cell	neocortex layer 2/3 low-threshold spiking cell	Isocortex	True	Mice		Patch-clamp	in vitro	Unreported		23.0	25.0			The first 2,100–2,400 μm of the brain were removed, and the four following 300-μm-thick slices were collected and incubated in prewarmed (32°C), oxygenated artificial cerebrospinal fluid (ACSF; in mM): 126 NaCl, 26 NaHCO3, 10 glucose, 2.5 KCl, 1.25 NaH2PO4, 2 MgCl2, and 2 CaCl2 for 45 min before being transferred to the recording chamber, where they were continuously perfused with ACSF (23°C) at a flow rate of 3–4 ml/min.	4.0	2.0	2.0	153.25	136.5	2.5		Spontaneous inhibitory postsynaptic currents (sIPSCs) were recorded in the voltage-clamp configuration [holding potential (Vhold) = −60 mV] from visually identified layer II/III pyramidal cells using an intracellular solution composed of (in mM) 135 CsCl, 10 EGTA, 2 MgCl2, 10 HEPES, 5 QX-314, 4 MgATP, and 0.3 NaGTP.	3.0	6.0		0.3	139.0			398.0	-54.5		64.0	1.98	36.4			92.1		16.9																1.37									
295	The endocannabinoid 2-arachidonoylglycerol mediates D1 and D2 receptor cooperative enhancement of rat nucleus accumbens core neuron firing.	21821098	2011	Hopf FW	84502	26062.0	Nucleus accumbens medium spiny neuron		Striatum	True	Rats	Wistar	Patch-clamp	in vitro	Unreported		31.5	85.7321409974	350.0		The modified aCSF for perfusion contained (in mM): 225 sucrose, 119 NaCl, 2.5 KCl, 1.0 NaH2PO4, 4.9 MgCl2, 0.1 CaCl2, 26.2 NaHCO3, 1.25 glucose, 3 kynurenic acid, and 1 ascorbate acid.	3.0	4.9	0.1	146.2	131.5	2.5		Whole-cell patch-clamp experiments were performed with a potassium methanesulfonate-based internal solution containing (in mM): 130 KOH, 105 methanesulfonic acid, 17 HCl, 20 HEPES, 0.2 EGTA, 2.8 NaCl, with 2.5 mg/ml Mg-ATP, 0.25 mg/ml GTP, pH 7.2–7.4, and 278–287 mOsm.	4.0	2.5		2.8	19.8	130.0	7.3	63.17		-45.54	79.43																																
315	Aminopyridines correct early dysfunction and delay neurodegeneration in a mouse model of spinocerebellar ataxia type 1.	21849540	2011	Schiffmann SN	9102	1575.0	Cerebellum Purkinje cell		Cerebellum	True	Mice	Mouse, Transgenic	Patch-clamp	in vitro	Unreported		22.5	21.0			Slices were perfused with an oxygenated extracellular solution containing the following: 120 mm NaCl, 26 mm NaHCO3, 2 mm KCl, 2 mm CaCl2, 1.19 mm MgSO4, 1.18 mm NaH2PO4, and 11 mm glucose at room temperature (20–25°C).	4.0	1.19	2.0	147.18	126.0	2.0		For mEPSC recordings, patch pipettes (3–5 MΩ) contained the following (in mm): 110 CsSO4, 10 HEPES, 10 EGTA, 1.5 MgCl2, 0.4 GTP-Na, 4 ATP-Na; TTX 1 μm was added to the extracellular solution.	3.0	1.5			3.0			140.0	-58.55			0.23				334.14			42.27																		23.65						
176	Pre- and postnatal differences in membrane, action potential, and ion channel properties of rostral nucleus of the solitary tract neurons.	21865434	2011	Bradley RM	33724	43.0	Nucleus of the solitary tract principal cell		Medulla	True	Rats	Sprague-Dawley	Patch-clamp	in vitro	Corrected		32.0	16.7332005307			ACSF contained (in mM) 124 NaCl, 5 KCl, 2.5 CaCl2, 1.3 MgSO4, 26 NaHCO3, 1.25 NaH2PO4, and 25 dextrose and was gassed with a 95% O2-5% CO2 mixture to achieve a solution pH of 7.4.	0.0	1.3	2.5	151.25	134.0	5.0	7.4	Patch pipettes were made of borosilicate glass capillaries (TW150F-4, World Precision Instruments, Sarasota, FL), using a two-stage puller (PP-83, Narishige, Tokyo, Japan), and filled with a solution that contained (in mM) 130 K-gluconate, 10 HEPES, 10 EGTA, 1 MgCl2, 1 CaCl2, and 2 ATP, buffered to pH 7.2 with KOH.	4.0	1.0	1.0		4.0	130.0	7.2	700.0	-56.0	-39.0	61.0	1.7	41.0	15.0		56.0	6.0						22.0																				
193	Molecular and functional differences in voltage-activated sodium currents between GABA projection neurons and dopamine neurons in the substantia nigra.	21880943	2011	Zhou FM	4128	5362.0	Substantia nigra pars compacta dopaminergic cell		Midbrain	True	Rats	Sprague-Dawley	Patch-clamp	in vitro	Not corrected	-4.6	30.0	19.5959179423			The normal extracellular solution contained the following (in mM): 125 NaCl, 2.5 KCl, 1.25 NaH2PO4, 25 NaHCO3, 2.5 CaCl2, 1.3 MgCl2, 10 d-glucose, maintaining pH at 7.4 by continuously bubbling with 95% O2 and 5% CO2.	4.0	1.3	2.5	151.25	135.1	2.5	7.4	The Cs-based intracellular solution contained the following (in mM): 135 CsCl, 0.5 EGTA, 10 HEPES, 2 Mg-ATP, 0.2 Na-GTP, 4 Na2-phosphocreatine.	3.0	2.0		16.2	135.0					-36.2	59.3				2.9										1.9																		
123	Molecular and functional differences in voltage-activated sodium currents between GABA projection neurons and dopamine neurons in the substantia nigra.	21880943	2011	Zhou FM	4128	5362.0	Substantia nigra pars reticulata interneuron GABA		Midbrain	True	Rats	Sprague-Dawley	Patch-clamp	in vitro	Not corrected	-4.6	30.0	19.5959179423			The normal extracellular solution contained the following (in mM): 125 NaCl, 2.5 KCl, 1.25 NaH2PO4, 25 NaHCO3, 2.5 CaCl2, 1.3 MgCl2, 10 d-glucose, maintaining pH at 7.4 by continuously bubbling with 95% O2 and 5% CO2.	4.0	1.3	2.5	151.25	135.1	2.5	7.4	The Cs-based intracellular solution contained the following (in mM): 135 CsCl, 0.5 EGTA, 10 HEPES, 2 Mg-ATP, 0.2 Na-GTP, 4 Na2-phosphocreatine.	3.0	2.0		16.2	135.0					-40.3	69.5				1.1										9.4																		
56	Synaptic properties of thalamic input to the subgranular layers of primary somatosensory and auditory cortices in the mouse.	21900553	2011	Sherman SM	35091	1561.0	Thalamus relay cell		Thalamus	True	Mice	BALB C	Patch-clamp	in vitro	Unreported		22.0	13.416407865			Brains were rapidly removed and placed in a chilled (0–4°C), oxygenated (95% O2, 5% CO2) solution containing the following (in mm): 2.5 KCl, 1.25 NaH2PO4, 10 MgCl2, 0.5 CaCl2, 26 NaHCO3, 11 glucose, and 206 sucrose.	0.0	10.0	0.5	27.25	23.5	2.5		Recording glass pipettes with input resistances ranging between 3 and 7 MΩ were filled with intracellular solution containing (in mm) 117 K-gluconate, 13 KCl, 1 MgCl2, 0.07 CaCl2, 10 HEPES, 0.1 EGTA, 2 Na2-ATP, 0.4 Na-GTP, and 0.02% biocytin; pH 7.3, 290 mOsm.	4.0	1.0	0.07	4.4	15.14	130.0	7.3	454.7	-59.84																																		
729	Sleep loss alters synaptic and intrinsic neuronal properties in mouse prefrontal cortex.	21962531	2011	Krueger JM	78734	21653.0	Neocortex pyramidal cell layer 5-6	Medial Prefrontal Cortex Layer V/VI Pyramidal Cell	Isocortex	True	Mice	C57BL	Patch-clamp	in vitro	Unreported		30.0	64.6606526413			then submerged in 36 °C oxygenated standard artificial cerebral spinal fluid (ACSF, in mM:126 NaCl, 1.6 KCl, 1.2 NaH2PO4, 1.2 MgCl2, 2.5 CaCl2, 18 NaHCO3, 11 glucose, 285–295 mOsm, equilibrated with 95% O2/5% CO2) 	5.0	1.2	2.5	19.2	9.0	1.6		For these recordings, pipettes were filled with cesium-based solution (in mM: 117 cesium methanesulfonic acid, 20 HEPES, 0.4 EGTA, 2.8 NaCl, 5 TEA-Cl, 2.5 MgATP, 0.25 Na3GTP,1 QX-314 [Sigma-Aldrich], pH 7.2–7.4; 285–295 mOsm).	5.0	2.5		3.55	7.8		7.3	223.79	-69.71	-33.5	70.7	0.98						101.14										406.89															
766	Synaptic profile of nucleus tractus solitarius neurons involved with the peripheral chemoreflex pathways.	21963868	2011	Leão RM	81598	23845.0	Nucleus of the solitary tract intrinsic cell		Medulla	True	Rats	Wistar	Patch-clamp	in vitro	Corrected	15.0	24.0		285.0		Thereafter, the slices were kept at room temperature (23–25 °C) in normal aCSF containing (in mM): 125 NaCl, 2.5 KCl, 1 MgCl2, 1.25 NaH2PO4, 25 NaHCO3, 25 glucose, and 2 CaCl2, with osmolality of ∼310 mOsm/kg. H2O, pH 7.4 when bubbled with 95% O2 and 5% CO2	5.0	1.0	2.0	151.25	133.5	2.5	7.4	For current-clamp recordings, the internal solution contained (mM): 130 potassium gluconate, 20 KCl, 5 EGTA, 10 HEPES, 2 ATP, 20 phosphocreatine, and 0.2 GTP, with osmolality ∼300 mOsm/kg H2O and pH 7.4	5.0			40.0	20.0	150.0		617.0	-76.0				61.0			11.5																											
767	Synaptic profile of nucleus tractus solitarius neurons involved with the peripheral chemoreflex pathways.	21963868	2011	Leão RM	81598	23845.0	Nucleus of the solitary tract intrinsic cell		Medulla	True	Rats	Wistar	Patch-clamp	in vitro	Corrected	15.0	24.0		285.0		Thereafter, the slices were kept at room temperature (23–25 °C) in normal aCSF containing (in mM): 125 NaCl, 2.5 KCl, 1 MgCl2, 1.25 NaH2PO4, 25 NaHCO3, 25 glucose, and 2 CaCl2, with osmolality of ∼310 mOsm/kg. H2O, pH 7.4 when bubbled with 95% O2 and 5% CO2	5.0	1.0	2.0	151.25	133.5	2.5	7.4	For current-clamp recordings, the internal solution contained (mM): 130 potassium gluconate, 20 KCl, 5 EGTA, 10 HEPES, 2 ATP, 20 phosphocreatine, and 0.2 GTP, with osmolality ∼300 mOsm/kg H2O and pH 7.4	5.0			40.0	20.0	150.0		727.0	-74.0				55.0			12.0																											
261	Postnatal development of tyrosine hydroxylase mRNA-expressing neurons in mouse neostriatum.	22004548	2011	Aosaki T	29280	19580.0	Neostriatum TH+ cell		Striatum	True	Mice	C57BL, Mouse, Transgenic	Patch-clamp	in vitro	Corrected		30.0	6.32455532034			The threshold for statistical significance was set at P < 0.05.ElectrophysiologyWhole brains taken from 2- to 20-day-old EGFP-TH+ transgenic mice under anesthesia were placed in ice-cold artificial cerebraspinal fluid (CSF) containing the following (in mm): 124 NaCl, 3 KCl, 1 NaH2PO4, 1.2 MgCl2, 2.4 CaCl2, 10 glucose, buffered to pH 7.4 with NaHCO3 (26 mm) saturated with 95% O2 and 5% CO2.	4.0	1.2	2.4	125.0	134.2	3.0	7.4	For current- and voltage-clamp recordings, patch pipettes contained the following (in mm): 129 K-gluconate, 11 KCl, 2 MgCl2, 10 HEPES, 4 Na2-ATP, 0.3 GTP and 0.5% biocytin (brought to pH 7.3 with KOH; osmolarity, 280 mOsm).	4.0	2.0		8.0	15.0	140.0	7.3	406.0	-76.0	-51.0	78.0	1.51		11.6			29.0						27.0																				
262	Postnatal development of tyrosine hydroxylase mRNA-expressing neurons in mouse neostriatum.	22004548	2011	Aosaki T	29280	19580.0	Neostriatum TH+ cell		Striatum	True	Mice	C57BL, Mouse, Transgenic	Patch-clamp	in vitro	Corrected		30.0	6.32455532034			The threshold for statistical significance was set at P < 0.05.ElectrophysiologyWhole brains taken from 2- to 20-day-old EGFP-TH+ transgenic mice under anesthesia were placed in ice-cold artificial cerebraspinal fluid (CSF) containing the following (in mm): 124 NaCl, 3 KCl, 1 NaH2PO4, 1.2 MgCl2, 2.4 CaCl2, 10 glucose, buffered to pH 7.4 with NaHCO3 (26 mm) saturated with 95% O2 and 5% CO2.	4.0	1.2	2.4	125.0	134.2	3.0	7.4	For current- and voltage-clamp recordings, patch pipettes contained the following (in mm): 129 K-gluconate, 11 KCl, 2 MgCl2, 10 HEPES, 4 Na2-ATP, 0.3 GTP and 0.5% biocytin (brought to pH 7.3 with KOH; osmolarity, 280 mOsm).	4.0	2.0		8.0	15.0	140.0	7.3	635.0	-65.3	-49.2	69.3	0.68		15.5			3.4						20.1																				
311	Developmental changes in pacemaker currents in mouse locus coeruleus neurons.	22018689	2011	van Helden DF	23920	21596.0	Locus coeruleus NA neuron			True	Mice		Patch-clamp	in vitro	Corrected		35.0	9.16515138991			The slice containing the LC was identified and transferred to a recording bath where it was viewed with an upright microscope (Olympus BX50) and superfused with ACSF containing (in mM): 120 NaCl, 25 NaHCO3, 11 glucose, 2.5 KCl, 1 NaH2PO4, 1 MgCl2 and 2.5 CaCl2, constantly bubbled with 95% O2/5% CO2.	4.0	1.0	2.5	146.0	129.5	2.5		In both protocols described above the holding potential was −85 mV and a Cs+-based internal pipette solution was used containing (in mM): 130 CsCl, 1 MgCl2, 10 EGTA, 10 HEPES, 2 Mg2ATP, 0.2 Na3GTP, pH 7.3.Predicted net interspike interval pacemaker currentThis was determined using a previously published methodology (Khaliq and Bean, 2008).	4.0	3.0		0.6	132.0		7.3	250.0	-54.0		89.7			21.0		68.0			2.5																								
454	A novel functionally distinct subtype of striatal neuropeptide Y interneuron.	22090502	2011	Tepper JM	24113	1526.0	Neostriatum SOM/NOS cell	neostriatum NPY-expressing SOM-expressing nNOS-expressing GABAergic plateau-depolarization low-threshold spike interneurons 	Striatum	True	Mice	C57BL, Mouse, Transgenic	Patch-clamp	in vitro	Corrected	13.0	34.0	73.4846922835			normal Ringer's solution containing 124 mm NaCl, 2.5 mm KCl, 1.2 mm NaH2PO4, 26 mm NaHCO3, 1.3 mm MgCl2, 2 mm CaCl2, 10 mm glucose, 1 mm ascorbate, 3 mm pyruvate, and 0.4 mm myo-inositol, which was heated to 34°C and continuously bubbled with 95% O2 and 5% CO2, pH 7.3. Slices were transferred to the recording chamber and submerged in continuously flowing oxygenated buffer (2-4 ml/min), which was heated to ∼34°C	5.0	1.3	2.0	151.2	133.1	2.5	7.3	The standard internal solution for whole-cell current-clamp recording was as follows (in mm): 130 K-gluconate, 10 NaCl, 2 MgCl2, 10 HEPES, 3 Na2ATP, 0.3 GTP, 1 EGTA, 0.1 CaCl2 plus 0.1–0.3% biocytin, pH 7.3–7.4.	5.0	2.0	0.1	16.0	14.2	130.0	7.35	744.0	-63.0	-45.0	74.0			17.0	1.3		134.0			1.1					6.4																		
455	A novel functionally distinct subtype of striatal neuropeptide Y interneuron.	22090502	2011	Tepper JM	24113	1526.0	Other	neostriatum NPY-expressing GABAergic neurogliaform cell		True	Mice	C57BL, Mouse, Transgenic	Patch-clamp	in vitro	Corrected	13.0	34.0	73.4846922835			normal Ringer's solution containing 124 mm NaCl, 2.5 mm KCl, 1.2 mm NaH2PO4, 26 mm NaHCO3, 1.3 mm MgCl2, 2 mm CaCl2, 10 mm glucose, 1 mm ascorbate, 3 mm pyruvate, and 0.4 mm myo-inositol, which was heated to 34°C and continuously bubbled with 95% O2 and 5% CO2, pH 7.3. Slices were transferred to the recording chamber and submerged in continuously flowing oxygenated buffer (2-4 ml/min), which was heated to ∼34°C	5.0	1.3	2.0	151.2	133.1	2.5	7.3	The standard internal solution for whole-cell current-clamp recording was as follows (in mm): 130 K-gluconate, 10 NaCl, 2 MgCl2, 10 HEPES, 3 Na2ATP, 0.3 GTP, 1 EGTA, 0.1 CaCl2 plus 0.1–0.3% biocytin, pH 7.3–7.4.	5.0	2.0	0.1	16.0	14.2	130.0	7.35	142.0	-88.0	-44.0	80.0			26.0	1.25		140.0			1.0																							
55	Alterations in intrinsic membrane properties and the axon initial segment in a mouse model of Angelman syndrome.	22131424	2011	Klann E	9075	1514.0	Hippocampus CA1 pyramidal cell		Hippocampal formation	True	Mice	C57BL	Patch-clamp	in vitro	Not corrected	14.0	22.0	68.5857127979			Slices recovered for 45 min at 35°C in artificial CSF (ACSF) containing the following (in mm): 125 NaCl, 2.5 KCl, 1.25 NaH2PO4, 25 NaHCO3, 25 d-glucose, 2 CaCl2, and 1 MgCl2 ACSF, followed by additional recovery for 30 min in room-temperature ACSF.	0.0	1.0	2.0	151.25	133.5	2.5		The recording electrode was pulled from a borosilicate glass pipette (3–5 MΩ) using an electrode puller (P-97; Sutter Instruments) and filled with a K-gluconate-based internal solution (in mm): 120 K-gluconate, 20 KCl, 10 HEPES, 2 MgCl2, 4 Na2ATP, 0.5 TrisGTP, 14 phosphocreatine, osmolarity 290 mOsm and pH 7.3.	4.0	2.0		36.0	24.0	140.0		237.8	-61.7				29.2																														
54	Hypoxia-induced neonatal seizures diminish silent synapses and long-term potentiation in hippocampal CA1 neurons.	22171027	2011	Jensen FE	35011	1497.0	Hippocampus CA1 pyramidal cell		Hippocampal formation	True	Rats	Long-Evans	Patch-clamp	in vitro	Unreported		23.0	12.4899959968			Slices were incubated in oxygenated artificial CSF (ACSF), containing the following (in mm): 124 NaCl, 5 KCl, 1.25 NaH2PO4, 2 CaCl2, 1.3 MgSO4, 26 NaHCO3, and 10 d-glucose, pH 7.4 (Sanchez et al., 2005) and transferred to 32°C for 30 min.	0.0	1.3	2.0	151.25	133.0	5.0	7.4	The patch-pipette internal solution contained the following (in mm): 110 Cs-methanesulfonate, 10 TEA-Cl, 4 NaCl, 2 MgCl2, 10 EGTA, 10 HEPES, 4 ATP-Mg, and 0.3 GTP, pH 7.25, QX-314 (5 mm), phosphocreatine (7 mm), and creatine phosphokinase (17 unit/ml).	4.0	2.0		52.0	18.0		7.25	326.72	-61.38	-48.78																																	
668	Local connections of excitatory neurons to corticothalamic neurons in the rat barrel cortex.	22171028	2011	Kaneko T	35010	1496.0	Neocortex layer 4 stellate cell	 barrel cortex layer 4 neurons	Isocortex	True	Rats	Wistar	Patch-clamp	in vitro	Unreported		25.0	73.4846922835	300.0		Cortical slices were placed at 34–35°C in an interface chamber and perfused with ACSF, which was composed of (in mm) 124 NaCl, 3.3 KCl, 1.3 KH2PO4, 26 NaHCO3, 1 MgSO4, 2.5 CaCl2, and 10 glucose (pH was 7.4 when saturated with 95% O2 and 5% CO2 gas).	5.0	1.0	2.5	150.0	132.3	4.6	7.4	Glass microelectrodes were made with a puller (P-97; Sutter) and filled with 3% (w/v) biocytin (Sigma) dissolved in 2 M KCH3SO4 and 50 mM Tris-HCl, pH 7.4. The resistance of the electrodes was typically 80–100 MΩ. 	5.0				50.0	2000.0	7.4	68.3	-68.0	-41.3	103.8	0.86	7.5									1.5							1.6														
669	Local connections of excitatory neurons to corticothalamic neurons in the rat barrel cortex.	22171028	2011	Kaneko T	35010	1496.0	Neocortex pyramidal cell layer 2-3	barrel cortex pyramidal neurons layer 2/3	Isocortex	True	Rats	Wistar	Patch-clamp	in vitro	Unreported		25.0	73.4846922835	300.0		Cortical slices were placed at 34–35°C in an interface chamber and perfused with ACSF, which was composed of (in mm) 124 NaCl, 3.3 KCl, 1.3 KH2PO4, 26 NaHCO3, 1 MgSO4, 2.5 CaCl2, and 10 glucose (pH was 7.4 when saturated with 95% O2 and 5% CO2 gas).	5.0	1.0	2.5	150.0	132.3	4.6	7.4	Glass microelectrodes were made with a puller (P-97; Sutter) and filled with 3% (w/v) biocytin (Sigma) dissolved in 2 M KCH3SO4 and 50 mM Tris-HCl, pH 7.4. The resistance of the electrodes was typically 80–100 MΩ. 	5.0				50.0	2000.0	7.4	51.1	-73.0	-47.6	96.2	0.85	11.5									2.7							1.2														
